GID,SYMBOL,GENENAME
SEN_RS08055,dmsB,dimethylsulfoxide reductase subunit B
SEN_RS18605,SEN_RS18605,hypothetical protein
SEN_RS16515,sspA,stringent starvation protein A
SEN_RS04700,pncB,nicotinate phosphoribosyltransferase
SEN_RS16830,SEN_RS16830,DUF494 domain-containing protein
SEN_RS00680,ftsA,cell division protein FtsA
SEN_RS09810,bssS,biofilm formation regulator BssS
SEN_RS12560,cysK,cysteine synthase A
SEN_RS20020,dctP,TRAP transporter substrate-binding protein DctP
SEN_RS02145,SEN_RS02145,MFS transporter
SEN_RS17390,SEN_RS17390,type II toxin-antitoxin system RelB/DinJ family antitoxin
SEN_RS13930,srlA,PTS glucitol/sorbitol transporter subunit IIC
SEN_RS08815,ydiV,anti-FlhDC factor YdiV
SEN_RS13010,bamB,outer membrane protein assembly factor BamB
SEN_RS05935,SEN_RS05935,phage holin- lambda family
SEN_RS07095,SEN_RS07095,B3/4 domain-containing protein
SEN_RS10735,phsB,thiosulfate reductase electron transport protein PhsB
SEN_RS21395,frdC,fumarate reductase subunit FrdC
SEN_RS07345,SEN_RS07345,glycosyltransferase family 39 protein
SEN_RS07665,SEN_RS07665,NarK family nitrate/nitrite MFS transporter
SEN_RS14790,SEN_RS14790,prepilin peptidase-dependent protein
SEN_RS06790,SEN_RS06790,anthranilate synthase component 1
SEN_RS09815,solA,N-methyl-L-tryptophan oxidase
SEN_RS20180,glpK,glycerol kinase GlpK
SEN_RS08300,pdxH,pyridoxamine 5'-phosphate oxidase
SEN_RS13935,SEN_RS13935,PTS glucitol/sorbitol transporter subunit IIB
SEN_RS15270,SEN_RS15270,SprT family zinc-dependent metalloprotease
SEN_RS22260,SEN_RS22260,DUF91 domain-containing protein
SEN_RS16160,SEN_RS16160,SCP2 domain-containing protein
SEN_RS01205,SEN_RS01205,chitinase
SEN_RS02700,fimZ,fimbria biosynthesis transcriptional regulator FimZ
SEN_RS24170,SEN_RS24170,hypothetical protein
SEN_RS11670,napD,chaperone NapD
SEN_RS16925,rpsE,30S ribosomal protein S5
SEN_RS04060,SEN_RS04060,HAD family hydrolase
SEN_RS19585,rmuC,DNA recombination protein RmuC
SEN_RS18295,trmL,tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL
SEN_RS04815,fabA,bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase
SEN_RS20635,purD,phosphoribosylamine--glycine ligase
SEN_RS05090,rutR,HTH-type transcriptional regulator RutR
SEN_RS18890,torA,trimethylamine-N-oxide reductase TorA
SEN_RS00685,ftsZ,cell division protein FtsZ
SEN_RS09820,SEN_RS09820,DUF2770 family protein
SEN_RS12570,ptsH,phosphocarrier protein Hpr
SEN_RS02150,SEN_RS02150,sel1 repeat family protein
SEN_RS16390,lptA,lipopolysaccharide ABC transporter substrate-binding protein LptA
SEN_RS13940,srlB,PTS glucitol/sorbitol transporter subunit IIA
SEN_RS08820,SEN_RS08820,lipoprotein
SEN_RS19425,SEN_RS19425,tRNA-Pro
SEN_RS17685,tusA,sulfurtransferase TusA
SEN_RS10740,phsA,thiosulfate reductase PhsA
SEN_RS03635,SEN_RS03635,tRNA-Lys
SEN_RS17875,bcsC,cellulose biosynthesis protein BcsC
SEN_RS03550,sucD,succinate--CoA ligase subunit alpha
SEN_RS20445,rrf,5S ribosomal RNA
SEN_RS21255,SEN_RS21255,GerE family regulatory protein
SEN_RS14795,SEN_RS14795,prepilin peptidase-dependent protein
SEN_RS19795,SEN_RS19795,STM4013/SEN3800 family hydrolase
SEN_RS09825,SEN_RS09825,cytochrome b
SEN_RS06335,minC,septum site-determining protein MinC
SEN_RS13945,srlD,sorbitol-6-phosphate dehydrogenase
SEN_RS04520,SEN_RS04520,MFS transporter
SEN_RS22615,SEN_RS22615,fimbrial protein SthD
SEN_RS05530,SEN_RS05530,SH3 domain-containing protein
SEN_RS02705,fimY,fimbria biosynthesis regulator FimY
SEN_RS11675,napF,ferredoxin-type protein NapF
SEN_RS18530,spoT,bifunctional GTP diphosphokinase/guanosine-3'-5'-bis pyrophosphate 3'-pyrophosphohydrolase
SEN_RS15510,gss,bifunctional glutathionylspermidine amidase/synthase
SEN_RS04065,SEN_RS04065,DUF1479 domain-containing protein
SEN_RS06010,SEN_RS06010,exonuclease VIII
SEN_RS05805,edd,phosphogluconate dehydratase
SEN_RS12575,ptsI,phosphoenolpyruvate-protein phosphotransferase PtsI
SEN_RS00690,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase
SEN_RS09830,SEN_RS09830,YceI family protein
SEN_RS08195,fumC,class II fumarate hydratase
SEN_RS02995,rna,ribonuclease I
SEN_RS05680,mrdA,penicillin-binding protein 2
SEN_RS06655,hns,DNA-binding transcriptional regulator H-NS
SEN_RS21505,hflK,FtsH protease activity modulator HflK
SEN_RS13950,gutM,transcriptional regulator GutM
SEN_RS08825,btuD,vitamin B12 ABC transporter ATP-binding protein BtuD
SEN_RS22145,SEN_RS22145,YjhX family toxin
SEN_RS16670,mreC,rod shape-determining protein MreC
SEN_RS07100,SEN_RS07100,helix-turn-helix domain-containing protein
SEN_RS23445,SEN_RS23445,heavy metal-binding domain-containing protein
SEN_RS07505,tehB,tellurite resistance methyltransferase TehB
SEN_RS01215,SEN_RS01215,VOC family protein
SEN_RS03560,cydA,cytochrome ubiquinol oxidase subunit I
SEN_RS17480,glgC,glucose-1-phosphate adenylyltransferase
SEN_RS15085,gcvT,glycine cleavage system aminomethyltransferase GcvT
SEN_RS15905,SEN_RS15905,MCP four helix bundle domain-containing protein
SEN_RS09835,SEN_RS09835,rhodanese-related sulfurtransferase
SEN_RS15275,endA,deoxyribonuclease I
SEN_RS08830,SEN_RS08830,glutathione peroxidase
SEN_RS20395,sthA,Si-specific NAD(P)(+) transhydrogenase
SEN_RS02710,SEN_RS02710,hypothetical protein
SEN_RS16165,SEN_RS16165,U32 family peptidase
SEN_RS13880,SEN_RS13880,tRNA-Arg
SEN_RS14990,SEN_RS14990,tRNA-Gly
SEN_RS11680,eco,serine protease inhibitor ecotin
SEN_RS19590,ubiE,bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1-4-benzoquinol methylase UbiE
SEN_RS05095,SEN_RS05095,lysozyme inhibitor LprI family protein
SEN_RS08835,btuC,vitamin B12 ABC transporter permease BtuC
SEN_RS07760,glgX,glycogen debranching protein GlgX
SEN_RS04070,SEN_RS04070,HAD family hydrolase
SEN_RS20640,purH,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
SEN_RS01670,SEN_RS01670,EAL domain-containing protein
SEN_RS18895,torC,pentaheme c-type cytochrome TorC
SEN_RS12580,crr,PTS glucose transporter subunit IIA
SEN_RS00695,secM,secA regulator SecM
SEN_RS09840,SEN_RS09840,LpxL/LpxP family Kdo(2)-lipid IV(A) lauroyl/palmitoleoyl acyltransferasee
SEN_RS22505,SEN_RS22505,YjjI family glycine radical enzyme
SEN_RS02155,SEN_RS02155,sel1 repeat family protein
SEN_RS18430,SEN_RS18430,glycosyltransferase family 4 protein
SEN_RS13960,srlR,glucitol operon DNA-binding transcriptional repressor SrlR
SEN_RS08840,ihfA,integration host factor subunit alpha
SEN_RS17690,SEN_RS17690,7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter
SEN_RS10745,sopA,SPI-1 type III secretion system effector HECT-type E3 ubiquitin transferase SopA
SEN_RS21095,gltP,glutamate/aspartate:proton symporter GltP
SEN_RS20890,dusA,tRNA dihydrouridine(20/20a) synthase DusA
SEN_RS06190,SEN_RS06190,MFS transporter
SEN_RS00170,SEN_RS00170,bifunctional metallophosphatase/5'-nucleotidase
SEN_RS03565,cydB,cytochrome d ubiquinol oxidase subunit II
SEN_RS08845,pheT,phenylalanine--tRNA ligase subunit beta
SEN_RS14805,thyA,thymidylate synthase
SEN_RS10260,SEN_RS10260,tRNA-Asn
SEN_RS19095,atpD,F0F1 ATP synthase subunit beta
SEN_RS04320,artP,arginine ABC transporter ATP-binding protein ArtP
SEN_RS06500,ychH,stress-induced protein YchH
SEN_RS05295,SEN_RS05295,YodC family protein
SEN_RS17135,SEN_RS17135,OsmC family protein
SEN_RS08850,pheS,phenylalanine--tRNA ligase subunit alpha
SEN_RS21725,SEN_RS21725,YtfJ family protein
SEN_RS10750,sbcB,exodeoxyribonuclease I
SEN_RS19330,rhlB,ATP-dependent RNA helicase RhlB
SEN_RS05535,SEN_RS05535,glucose-6-phosphate dehydrogenase
SEN_RS00700,secA,preprotein translocase subunit SecA
SEN_RS02715,fimW,fimbria biosynthesis transcriptional regulator FimW
SEN_RS21885,mgtA,magnesium-translocating P-type ATPase
SEN_RS19900,SEN_RS19900,DNA-binding transcriptional regulator
SEN_RS11685,SEN_RS11685,multidrug ABC transporter permease/ATP-binding protein
SEN_RS00035,tal,transaldolase
SEN_RS08060,SEN_RS08060,dimethyl sulfoxide reductase anchor subunit family protein
SEN_RS04075,SEN_RS04075,glycyl radical protein
SEN_RS12585,SEN_RS12585,hypothetical protein
SEN_RS16835,dprA,DNA-protecting protein DprA
SEN_RS15425,SEN_RS15425,arylsulfatase
SEN_RS09845,mdtG,multidrug efflux MFS transporter MdtG
SEN_RS18610,SEN_RS18610,transcriptional regulator
SEN_RS20025,sodA,superoxide dismutase [Mn]
SEN_RS02160,cyoE,protoheme IX farnesyltransferase
SEN_RS17395,rtcA,RNA 3'-terminal phosphate cyclase
SEN_RS24655,pheM,pheST operon leader peptide PheM
SEN_RS13965,gutQ,arabinose-5-phosphate isomerase GutQ
SEN_RS13015,SEN_RS13015,YfgM family protein
SEN_RS05940,SEN_RS05940,lysozyme
SEN_RS07105,SEN_RS07105,mechanosensitive ion channel family protein
SEN_RS10755,plaP,putrescine/proton symporter PlaP
SEN_RS00705,mutT,8-oxo-dGTP diphosphatase MutT
SEN_RS21400,frdB,fumarate reductase iron-sulfur protein
SEN_RS01240,arfB,aminoacyl-tRNA hydrolase
SEN_RS07350,SEN_RS07350,amino acid ABC transporter permease
SEN_RS08855,rplT,50S ribosomal protein L20
SEN_RS03570,cydX,cytochrome bd-I oxidase subunit CydX
SEN_RS22200,hypT,hypochlorite stress DNA-binding transcriptional regulator HypT
SEN_RS14810,lgt,prolipoprotein diacylglyceryl transferase
SEN_RS20185,SEN_RS20185,aquaporin
SEN_RS17980,SEN_RS17980,RtT sRNA
SEN_RS15280,rsmE,16S rRNA (uracil(1498)-N(3))-methyltransferase
SEN_RS24675,yoeI,membrane protein YoeI
SEN_RS16170,SEN_RS16170,U32 family peptidase
SEN_RS01675,SEN_RS01675,transcriptional regulator
SEN_RS21575,SEN_RS21575,isovaleryl-CoA dehydrogenase
SEN_RS11690,alkB,DNA oxidative demethylase AlkB
SEN_RS08860,rpmI,50S ribosomal protein L35
SEN_RS04820,SEN_RS04820,Lon protease family protein
SEN_RS19595,ubiJ,ubiquinone biosynthesis protein UbiJ
SEN_RS18300,SEN_RS18300,LacI family DNA-binding transcriptional regulator
SEN_RS04080,SEN_RS04080,glycyl-radical enzyme activating protein
SEN_RS20665,SEN_RS20665,acetyltransferase
SEN_RS05100,putA,trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase
SEN_RS22735,SEN_RS22735,RtT sRNA
SEN_RS18900,torR,two-component system response regulator TorR
SEN_RS09850,SEN_RS09850,SecY/SecA suppressor protein
SEN_RS12590,pdxK,pyridoxine/pyridoxal/pyridoxamine kinase
SEN_RS02165,SEN_RS02165,cytochrome o ubiquinol oxidase subunit IV
SEN_RS16395,lptB,LPS export ABC transporter ATP-binding protein
SEN_RS13970,norR,nitric oxide reductase transcriptional regulator NorR
SEN_RS07870,SEN_RS07870,hydrogenase
SEN_RS17695,SEN_RS17695,DcrB family lipoprotein
SEN_RS10760,SEN_RS10760,LysR family transcriptional regulator
SEN_RS00710,SEN_RS00710,aldo/keto reductase
SEN_RS00300,citC,[citrate (pro-3S)-lyase] ligase
SEN_RS22710,SEN_RS22710,RtT sRNA
SEN_RS17880,bcsZ,cellulase
SEN_RS17010,rplC,50S ribosomal protein L3
SEN_RS08865,infC,translation initiation factor IF-3
SEN_RS03575,ybgE,cyd operon protein YbgE
SEN_RS21260,SEN_RS21260,AraC family transcriptional regulator
SEN_RS14815,ptsP,phosphoenolpyruvate--protein phosphotransferase
SEN_RS19800,SEN_RS19800,STM4014 family protein
SEN_RS17260,SEN_RS17260,PilN domain-containing protein
SEN_RS09855,SEN_RS09855,YceK/YidQ family lipoprotein
SEN_RS06340,SEN_RS06340,YcgL domain-containing protein
SEN_RS04525,SEN_RS04525,amino acid permease
SEN_RS10765,SEN_RS10765,SDR family oxidoreductase
SEN_RS00715,SEN_RS00715,LysR family transcriptional regulator
SEN_RS22620,SEN_RS22620,fimbrial outer membrane usher protein
SEN_RS24190,SEN_RS24190,transposase
SEN_RS11695,ada,bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada
SEN_RS08870,thrS,threonine--tRNA ligase
SEN_RS15515,yghU,glutathione-dependent disulfide-bond oxidoreductase
SEN_RS04085,moeB,molybdopterin-synthase adenylyltransferase MoeB
SEN_RS21985,holC,DNA polymerase III subunit chi
SEN_RS15755,SEN_RS15755,DUF1190 family protein
SEN_RS05810,kdgA,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
SEN_RS09860,mdoH,glucans biosynthesis glucosyltransferase MdoH
SEN_RS12595,ptsJ,transcriptional regulator PtsJ
SEN_RS02170,SEN_RS02170,cytochrome o ubiquinol oxidase subunit III
SEN_RS06660,tdk,thymidine kinase
SEN_RS05685,argS,arginine--tRNA ligase
SEN_RS13975,norV,anaerobic nitric oxide reductase flavorubredoxin
SEN_RS16675,mreB,rod shape-determining protein MreB
SEN_RS07110,SEN_RS07110,DUF2534 family protein
SEN_RS24680,hisL,his operon leader peptide
SEN_RS01220,tilS,tRNA lysidine(34) synthetase TilS
SEN_RS00720,yacG,DNA gyrase inhibitor YacG
SEN_RS18045,ghrB,glyoxylate/hydroxypyruvate reductase GhrB
SEN_RS18210,SEN_RS18210,helix-turn-helix domain-containing protein
SEN_RS08880,SEN_RS08880,O-antigen polymerase
SEN_RS09865,mdoG,glucans biosynthesis protein MdoG
SEN_RS15090,ubiI,FAD-dependent 2-octaprenylphenol hydroxylase
SEN_RS15910,SEN_RS15910,PAS domain-containing methyl-accepting chemotaxis protein
SEN_RS07565,SEN_RS07565,GhoT/OrtT family toxin
SEN_RS18685,SEN_RS18685,glycoside hydrolase family 1 protein
SEN_RS15285,gshB,glutathione synthase
SEN_RS20400,fabR,HTH-type transcriptional repressor FabR
SEN_RS21655,rpsR,30S ribosomal protein S18
SEN_RS16175,SEN_RS16175,LLM class flavin-dependent oxidoreductase
SEN_RS02730,SEN_RS02730,hypothetical protein
SEN_RS15395,SEN_RS15395,tRNA-Phe
SEN_RS23140,SEN_RS23140,tyrosine-type recombinase/integrase
SEN_RS11700,apbE,FAD:protein FMN transferase ApbE
SEN_RS19600,ubiB,ubiquinone biosynthesis regulatory protein kinase UbiB
SEN_RS01810,SEN_RS01810,bifunctional 2-methylcitrate dehydratase/aconitate hydratase
SEN_RS03580,ybgC,tol-pal system-associated acyl-CoA thioesterase
SEN_RS07765,SEN_RS07765,pyridoxal phosphate-dependent aminotransferase
SEN_RS09870,mdoC,glucans biosynthesis protein MdoC
SEN_RS04090,moeA,molybdopterin molybdotransferase MoeA
SEN_RS20670,metA,homoserine O-succinyltransferase
SEN_RS05105,putP,sodium/proline symporter PutP
SEN_RS18905,torT,TMAO reductase system periplasmic protein TorT
SEN_RS00725,zapD,cell division protein ZapD
SEN_RS12600,SEN_RS12600,GMP synthase
SEN_RS22510,deoC,deoxyribose-phosphate aldolase
SEN_RS02175,cyoB,cytochrome o ubiquinol oxidase subunit I
SEN_RS16400,rpoN,RNA polymerase factor sigma-54
SEN_RS13980,norW,NADH:flavorubredoxin reductase NorW
SEN_RS18435,rfaQ,lipopolysaccharide core heptosyltransferase RfaQ
SEN_RS17700,SEN_RS17700,MFS transporter
SEN_RS10770,hisG,ATP phosphoribosyltransferase
SEN_RS21100,SEN_RS21100,sel1 repeat family protein
SEN_RS20895,pspG,envelope stress response protein PspG
SEN_RS06195,kdgR,DNA-binding transcriptional regulator KdgR
SEN_RS09875,SEN_RS09875,phospholipase D family protein
SEN_RS08885,SEN_RS08885,hypothetical protein
SEN_RS00175,SEN_RS00175,hypothetical protein
SEN_RS14820,rppH,RNA pyrophosphohydrolase
SEN_RS10275,SEN_RS10275,tRNA-Asn
SEN_RS04325,SEN_RS04325,lipoprotein
SEN_RS00850,SEN_RS00850,D-threonate 4-phosphate dehydrogenase
SEN_RS18485,pyrE,orotate phosphoribosyltransferase
SEN_RS06505,dauA,C4-dicarboxylic acid transporter DauA
SEN_RS05300,yedQ,cellulose biosynthesis regulator YedQ
SEN_RS22110,SEN_RS22110,YjiK family protein
SEN_RS17140,crp,cAMP-activated global transcriptional regulator CRP
SEN_RS04530,pflA,pyruvate formate lyase 1-activating protein
SEN_RS10775,hisD,histidinol dehydrogenase
SEN_RS19335,trxA,thioredoxin TrxA
SEN_RS02735,SEN_RS02735,glycosyltransferase family 2 protein
SEN_RS09880,ymdB,O-acetyl-ADP-ribose deacetylase
SEN_RS05540,SEN_RS05540,YecA family protein
SEN_RS11705,SEN_RS11705,porin OmpC
SEN_RS19905,fdhE,formate dehydrogenase accessory protein FdhE
SEN_RS08890,SEN_RS08890,DNA/RNA non-specific endonuclease
SEN_RS00040,mog,molybdopterin adenylyltransferase
SEN_RS03585,tolQ,Tol-Pal system protein TolQ
SEN_RS08065,dmsD,Tat proofreading chaperone DmsD
SEN_RS04095,iaaA,beta-aspartyl-peptidase
SEN_RS01685,SEN_RS01685,Ail/Lom family outer membrane beta-barrel protein
SEN_RS08895,SEN_RS08895,hypothetical protein
SEN_RS00730,coaE,dephospho-CoA kinase
SEN_RS16840,def,peptide deformylase
SEN_RS16520,SEN_RS16520,DUF695 domain-containing protein
SEN_RS24500,SEN_RS24500,hypothetical protein
SEN_RS12605,SEN_RS12605,YfeK family protein
SEN_RS20030,yiiM,6-N-hydroxylaminopurine resistance protein
SEN_RS02180,cyoA,cytochrome o ubiquinol oxidase subunit II
SEN_RS17400,rtcB,RNA-splicing ligase RtcB
SEN_RS05690,SEN_RS05690,VOC family protein
SEN_RS13985,hypF,carbamoyltransferase HypF
SEN_RS13020,hisS,histidine--tRNA ligase
SEN_RS07115,uspE,universal stress protein UspE
SEN_RS10780,hisC,histidinol-phosphate transaminase
SEN_RS09885,SEN_RS09885,type 1 fimbrial protein
SEN_RS05945,SEN_RS05945,lysis protein
SEN_RS21405,frdA,fumarate reductase (quinol) flavoprotein subunit
SEN_RS07355,SEN_RS07355,amino acid ABC transporter ATP-binding protein
SEN_RS07670,SEN_RS07670,TetR family transcriptional regulator
SEN_RS14830,mutH,DNA mismatch repair endonuclease MutH
SEN_RS18095,glyQ,glycine--tRNA ligase subunit alpha
SEN_RS08900,SEN_RS08900,lipid A deacylase LpxR family protein
SEN_RS20190,zapB,septal ring assembly protein ZapB
SEN_RS02300,SEN_RS02300,EAL domain-containing protein
SEN_RS15290,SEN_RS15290,YqgE/AlgH family protein
SEN_RS10785,hisB,bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB
SEN_RS09890,csgC,curli assembly protein CsgC
SEN_RS22265,SEN_RS22265,type I restriction endonuclease subunit R
SEN_RS02740,SEN_RS02740,GtrA family protein
SEN_RS13115,iscA,iron-sulfur cluster assembly protein IscA
SEN_RS20405,SEN_RS20405,YijD family membrane protein
SEN_RS16180,SEN_RS16180,murein L-D-transpeptidase
SEN_RS04825,matP,macrodomain Ter protein MatP
SEN_RS11710,rcsD,phosphotransferase RcsD
SEN_RS19605,tatA,Sec-independent protein translocase subunit TatA
SEN_RS03590,tolR,colicin uptake protein TolR
SEN_RS16930,rplR,50S ribosomal protein L18
SEN_RS18305,SEN_RS18305,L-talarate/galactarate dehydratase
SEN_RS04100,gsiA,glutathione ABC transporter ATP-binding protein GsiA
SEN_RS20675,aceB,malate synthase A
SEN_RS01690,SEN_RS01690,helix-turn-helix transcriptional regulator
SEN_RS01230,SEN_RS01230,YaeP family protein
SEN_RS05115,phoH,phosphate starvation-inducible protein PhoH
SEN_RS18910,torS,TMAO reductase system sensor histidine kinase/response regulator TorS
SEN_RS08905,SEN_RS08905,YdiY family protein
SEN_RS02185,ampG,muropeptide MFS transporter AmpG
SEN_RS16405,hpf,ribosome hibernation promoting factor
SEN_RS13990,hydN,electron transport protein HydN
SEN_RS17705,SEN_RS17705,AI-2E family transporter
SEN_RS10790,hisH,imidazole glycerol phosphate synthase subunit HisH
SEN_RS09895,csgA,curlin major subunit CsgA
SEN_RS00305,citD,citrate lyase acyl carrier protein
SEN_RS03050,pagP,lipid IV(A) palmitoyltransferase PagP
SEN_RS17015,rpsJ,30S ribosomal protein S10
SEN_RS22715,SEN_RS22715,RtT sRNA
SEN_RS17885,bcsB,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB
SEN_RS21685,SEN_RS21685,DKNYY domain-containing protein
SEN_RS14835,SEN_RS14835,TerC family protein
SEN_RS19100,atpG,F0F1 ATP synthase subunit gamma
SEN_RS19805,SEN_RS19805,STM4015 family protein
SEN_RS21265,SEN_RS21265,hypothetical protein
SEN_RS12610,SEN_RS12610,sel1 repeat family protein
SEN_RS08910,pfkB,6-phosphofructokinase II
SEN_RS17265,SEN_RS17265,hypothetical protein
SEN_RS06345,SEN_RS06345,fumarylacetoacetate hydrolase family protein
SEN_RS24225,SEN_RS24225,hypothetical protein
SEN_RS10795,hisA,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase
SEN_RS22625,SEN_RS22625,fimbrial assembly chaperone
SEN_RS13120,iscU,Fe-S cluster assembly scaffold IscU
SEN_RS02745,SEN_RS02745,copper-binding protein
SEN_RS00735,SEN_RS00735,GMP reductase
SEN_RS11715,rcsB,transcriptional regulator RcsB
SEN_RS00350,caiE,carnitine operon protein CaiE
SEN_RS03595,tolA,cell envelope integrity protein TolA
SEN_RS18535,trmH,tRNA (guanosine(18)-2'-O)-methyltransferase TrmH
SEN_RS15520,SEN_RS15520,molybdate ABC transporter substrate-binding protein
SEN_RS04105,gsiB,glutathione ABC transporter substrate-binding protein GsiB
SEN_RS01695,SEN_RS01695,membrane protein
SEN_RS05815,purT,formate-dependent phosphoribosylglycinamide formyltransferase
SEN_RS15760,SEN_RS15760,glutathionylspermidine synthase family protein
SEN_RS08915,ghoS,type V toxin-antitoxin system endoribonuclease antitoxin GhoS
SEN_RS20035,SEN_RS20035,nuclear transport factor 2 family protein
SEN_RS02190,SEN_RS02190,lipoprotein
SEN_RS06665,adhE,bifunctional acetaldehyde-CoA/alcohol dehydrogenase
